"","artistId","geniusName","doc_id","title","songId","url","text","releaseDate"
"1",16833,"Aketo","AKETO1","35 Heures by Sniper",61151,"https://genius.com/Sniper-35-heures-lyrics","
          
            
            


j'suis dans la file d'attente
moi et mon brolic on s'impatiente
la pression monte j'passe à l'acte après cette cliente
ca y est elle s'barre, à moi les parts et les barres
je sors le calibron et c'est la panique à bord
fermez-la et toi va fermer la
porte, tire les stores et coupe les caméras
ok, si personne bouge y aura pas de blessés
me regarde pas comme ça, ouvre le coffre au lieu de stresser
c'est quoi ton blaz?
""m'tuez pas m'sieur, moi c'est bruno""
alors pas d'entourloupe ou sinon j'te colle un pruneau
c'est ça mon taf, il est sale mais qu'est-ce-que je l'aime
j'devrais m'lever comme les autres mais bon j'ai trop la flegme

taffer, en cdd ou cdi
taffer, foutre du mazout dans le tdi
taffer, cet été faut qu'j'vois du pays
taffer (ok), taffer (ouais)
taffer, même si mon dos est esquinté j'dois
taffer, on dit qu'le travail c'est la santé
taffer, tous les jours obligé de pointer
taffer (j'en peux plus), taffer (eh merde)
(taffer y a pas que ça dans la vie)
(oh puis merde)


            
          
","May 19, 2003"
"2",16833,"Aketo","AKETO13","Au Pied du mur by Aketo",82390,"https://genius.com/Aketo-au-pied-du-mur-lyrics","
          
            
            
débièle solo j'me retrouve
au pied du mur
j'aime partager l'micro
ou sont mes gars sûrs ?
le temps sépare, hélas j'ai mal vécu la cassure
j'ai fait l'plus dur mais jouer perso, c'est pas dans ma nature !
au coeur du drame j'me retrouve
au pied du mur
j'compte que sur xxx et mon frelo
ça c'est mes gars sûrs
les seuls qui m'rassurent, qui m'ramassent, quand j'suis en mille morceaux
même si j'sature, même si j'dors trop

rejoins la communauté rapgenius france !


            
          
","000000000"
"3",1961,"Akhenaton","AKHENATON5","16'30 Contre la Censure by Cercle Rouge (Ft. Abou (Micro-organism), Akhenaton, Dadoo, Diesel, Don Choa, Driver, Eben (2 Neg'), Endo, H20, Insomniak, L'Ame du Razwar, Le Rat Luciano, Menzo, Ménélik, Mystik, Niroshima, Prodige Namor, Sako, Sinistre, SoldaFada, Vestat & Yazid)",145675,"https://genius.com/Cercle-rouge-1630-contre-la-censure-lyrics","
          
            
            

donc, c’est parti, j’te mets tout sur étalage comme un pakistanais
papy j’connais, les victoires de la musique ce sera j’sais pas qui c’t’année
pas d’pistonné
nakk, nakk veut pas qu’on l’bâillonne
d’ac', d’ac' chaque claque de nous en fait du rap tout-terrain 4x4
ils niquent ma musique, ça m’amuse, les muselières
sont pour nos gueules, j’suis ému ils ont même lu molière
soldafada, tu m’diras, ils sont débiles ceux-là:
pour eux j’suis plus proche de mamadou l’zoulou que d’émile zola
avec white et spirit, une version adéquate et j’t’irrite
quoi t’es stérile ? t’accouche pas, mon micro de 500 watts est terrible
prendre les armes ben… j’sais pas. on hésite
ils ont mis des chaînes à mes ancêtres, faut pas qu’il mettent des chaînes à ma musique
et on verra, qui fait l’con, qui paiera
ça on l’saura, quand la majeure partie des majors participera


            
          
","000000000"
"4",1961,"Akhenaton","AKHENATON6","16 traits 16 lignes by Les Sages Poètes de la Rue (Ft. IAM)",3032837,"https://genius.com/Les-sages-poetes-de-la-rue-16-traits-16-lignes-lyrics","
          
            
            

tous les jours mon stylo bave
plein de rimes appelées ""graves""
je représente
beat de boul, pour la mélodie
alors je ferme les yeux et...
l'encre déverse des 16
hip-hop, hip-hop
dangereux
l'écart est grand entre ce qui s'entend et ce qui est dit
dans un micro


            
          
","March 24, 2017"
"5",1961,"Akhenaton","AKHENATON7","18/12/97 by Chiens de Paille (Ft. Akhenaton)",4346196,"https://genius.com/Chiens-de-paille-18-12-97-lyrics","
          
            
            
que dire de plus, d'autre que 1001 fantômes
sinon que comme dix-mille personnes, j'ai kiffé l'album
né d'plans sur la comète
et d'souhaits d'gamin, de feuilles raturées, d'idées maturées
élaboré au fond d'mon jardin
souviens-toi d'maudits soient les yeux fermés
c'est d'la même qualité mais la porte des radios s'est refermée
on passera par derrière, les mecs sont bosseurs
gardent leur aplomb quel que soit l'temps
ne rappent pas pour les villas sur les hauteurs
touchants, des textes purs
comprends c'que j'dis, on n'a pas la même grille de lecture
avant d'parler rap, il faut piger sa texture
les chiens de paille le savent mais c'est une machine à exclure
l'encre de ma plume jouée mille fois sur b.o.s.s
c'est un peu notre fierté, notre coup d'éclat sur la bande fm
hal et sako baissent pas les bras malgré des ventes moyennes
avec des sons et textes bien au-dessus d'la moyenne
bien des majors les auraient lourdés
mais pourquoi on respire, on a tous des choses à prouver
à l'heure où beaucoup d'jeunes attendent de l'aide
les gars s'débrouillent seuls, même quand en privé ça bat de l'aile
précieux comme nos souvenirs dans les rues d'palerme
être à l'écoute de c'qui sort, garder l'oreille alerte
même si ce boulot ne mérite pas c'piteux salaire
ce regard triste me démolit même si c'en n'a pas l'air
je voudrais tant qu'on reconnaisse leur talent, cité en première ligne
quand on parle fidélité, ils représentent 3-6-1 jusqu'à la mort
coincés à alamo pour l'éternel combat, des soldats pris à la gorge


            
          
","000000000"
"6",1961,"Akhenaton","AKHENATON11","24 heures à vivre by Oxmo Puccino (Ft. Akhenaton, Freeman (FRA), Le Rat Luciano & Pit Baccardi)",59389,"https://genius.com/Oxmo-puccino-24-heures-a-vivre-lyrics","
il nous reste plus que 24 à vivre
je te livre mes derniers actes
tuer ce type qui voulait que je finisse ma vie en taule
j'irais dans ce camp de skins foutre mon rap
ce morceau, pit, freeman, oxmo et luciano le rat
le gong sonne, il me reste peu de temps
que je voulais passer en love avec maman
ou en gova avec mes potes de place où de première classe
j'ai peur de me casser sans dire au revoir à mes reufs et cette 'tasse
putain, il me reste dix minutes pour dire à matt et houmi
de garder mars et keuss, construire à 4 toute la relève
le beat est lourd soit, de time bomb, superstars sans costards
disque d'or en survêt' nike","DateApril 28, 1998"
"7",1961,"Akhenaton","AKHENATON13","3G by Kadaz (Ft. Akhenaton & Mess Bass)",5371940,"https://genius.com/Kadaz-3g-lyrics","( 1 : akhenaton)
j’ai connu le rap j’avais 12 ans, j’écoutais la radio le samedi soir en me couchant
mes parents n’aimaient pas ça, je donnais tout mon temps et mes notes devaient passables
envie de voir quelque part d’autre, pendant des années ma vie elle n’était pas stable
damé dans les gares dotes, rentrer dans les soirées en force avec un tas de potes mastards
j’ai eu beaucoup de chance et j’ai bossé pour imposer le nom de mon groupe en france
j’ai cette musique, fils mes rimes ne riment pas avec kalash et uzy
mon cv parle tout seul, contraste avec ce bled et ces jérémiades de loozer
je suis ine’ pour la winne, quand l’industrie flippe sur les graphiques et chouine
si tu aimes le son c’est foutu, ils vont jouer tes mix sur un pauvre ipod téléchargé sur youtube
alors reconnait le trajet mon flow toujours à la page, a un pied dans les 3g
tu me donnes 6 mois pas plus, toi une star montante allez je t’éteins comme galactus
on dira que c’est un mauvais mouvement, je suis fait de rap et cette bouche est son écoulement

( : mess bass)
ouech les anciens faites croquer, arrêtez de parler
ça fait un bout de chemin, un coup de main pour un gars du quartier
ouech les anciens, cherche une signature sur paname
mess bass ce n’est pas la mixture encore moins iam
ouech kadaz fais croquer, arrêtez donc de parler
ça fait un bout de chemin, un coup de main pour un gars du quartier
akh, cherche une signature sur paname
mess bass ce n’est pas la mixture encore moins iam

( 2 : kadaz)
le temps a glacé nos cœurs et ce chien t’emporte la santé
les potes c’est devant la porte quand il y a plus d’un flic pour te la sauter
le passé nourri l’instant, demain je vis seul
absent sans larme comme si l’amour se vendait au lidl
les chiens sont partout dans le rap et pissent sur tous les murs
l’orgueil insulte les durs, les putes sucent les forts
les lames transpercent des corps, je sais c'est dur
ouais ouais comme mettre tous le monde d’accord
alors le soir on traîne évitant garde à vu et quarantaine
tu crois que tu existes que par la rue, dis-toi que tes parents t’aiment
ma (mu)sique ma plus fidèle maitresse, mon premier coup de foudre
pas trop vierge mais trop fière pour se faire recoudre
c’était l’époque où les grands frères bradaient les crocos
ça servait par derrière rams et left pour quer-cro (croquer)
assis au parc, à quatre, les têtes à battre
à causer sur la vie c’est des classiques qu’on plâtre
ma mère aurait voulu qu’on s’intègre dans ce système
on s’est construit nous même
je m’en sors comme un dj sans vinyle
je passe le vigile et fume mon djog au nez de la major
je taffais au feeling, stan casquette jogging
au mariage trous de boulettes dans le smoking
je perds mon temps à le penser
la mixture mon groupe (prône le discours censé)


( 3 : mess bass)
ce système (x) machine on
kadaz on aime l’argent facile
la meuf de l’assedic me fatigue demande à akhena’ chill
je suis voué qu’a faire le larbin passer l’aspirateur
c’est vrai on est né des pousses (x) on ne doit faire que la poussière
c’est triste, faudrait que vous les lisiez ces cv
elle n’est pas plus belle cette vie même avec un put*in cd
il y a toujours plus de monde sur mes cd que de gens qui l’achète
respecte plus ces p* qu’un srab qui rêverait de te la mettre
handek sur le rain-te (terrain), on ne te voit plus on rigole
(xxx) même avec une seule guibole
c’est pas johnny (x) mais des dealers de seum djigo
seigneur dites-moi pourquoi dehors ça vend l’éro’

( : mess bass)
djigo, les gars montez le son
faites croquer, djigo","DateOctober 21, 2011"
"8",12302,"L’Algérino","L’ALGÉRINO15","Avant de partir by L'Algérino",150479,"https://genius.com/Lalgerino-avant-de-partir-lyrics","avant de partir j'ai tant de chose à dire à mon public, aux miens
a tous ces gens qui m'ont vu grandir
j'aimerai dire avant tout que c'est la sincérité qui m'retient
le peu d'gens qui m’écoutent, je trouve la force dans leur soutien

avant d'avoir le corps recouvert par un linceul
prenez cette chanson c'est comme un testament à elle seule
j'ai pris conscience de mes responsabilitées
mes paroles peuvent faire du bien comme elles peuvent égarer
y'a 666 chemins pour faire du mal
un seul chemin pour faire partie des hommes de bien
créateur de toutes les créatures pardonne mes impostures
si la mort frappe à cet instant je serais en mauvaise posture

j'aimerais dire aux frères gardez l'espoir
sachez que le bonheur ne se trouve pas dans les squares
se soûler le soir ne retarde que l'échéance
la réalité frappe quand l'alcool redescend, tu recouvres tes sens
mon frère la vie est trop brève c'est maintenant ou jamais
soit tu flanches soit tu t'releves
si tu es dans l'illicite sache que ton fric a une sale odeur
il vaut pas le centième de l'argent gagné à la sueur

avant de partir j'aimerai dire aux petites soeurs
ne perdez pas votre fierté, votre imen est quelque chose de sacré
t'as commis des erreurs laisse pas les gens te juger
dieu a fait rentrer au paradis des ex-prostituées


avant de partir j'aimerais dire yemma pardonne moi pour les tracas que j't'ai causé
les larmes que tu as versé
tu as passé des nuits blanches à m'attendre devant mon lit
soucieuse de voir ton fils marié à la nuit

avant de rendre l'âme j'aimerais dire à ma femme
merci pour ta patience tu t'es dévoué corps et âme
tu as fait de moi un homme que serait adam sans ève
derrière chaque grand homme se cache une femme avec un grand air

avant de m'éteindre si j'vivais mes dernières heures
j'aimerais les passer le front sur un tapis de prière
le cul entre 2 chaises dont une est électrique
condamné à périr la loi divine est irréversible

avant de partir j'aimerais dire j'ai tout sacrifié pour la musique
j'ai tout donner pour la musique
j'ai vu, manger, penser musique
j'me rappelle au lycée le peu d'argent que j'avais
j'achetais pas les sappes, y'avait les séances studio à payer

avant de quitter c'monde bon dieu j'ai un souhait
j'aimerais voir les enfants d'isaac et d’ismaël vivrent en paix
j'reviens de palestine mon coeur en est criblé
j'ai vu à jérusalem que l'on peut tous se mélanger


avant de m’éteindre j'demande pardon à tous ceux que j'ai froissé
mon meilleur pote a rendu l'âme on s'est quitté sans s'parler merde
quand la mort frappe c'est trop tard les regrets rongent
j'en est des larmes à chaque fois qu'il me visite dans mes songes
pas besoin de parcourir la terre pour savoir qu'on est désuni
dans nos quartiers on se déchire en période de pénurie
on se jalouse entre nous au lieu de se motiver
ton pote a réussit qu'est ce t'attends pour le féliciter

avant de m'éteindre j'aimerais dire à ma famille à quel point je les aimes
pour eux j'aurais pu donner ma vie
si j'pars avant vous à mon insu j'en suis désolé
j'vous laisse ma descendance si ça peut vous consoler
désolé d'ne pas avoir témoigné mon amour autrement
mais j'ai trop d'pudeur et j'me lâche qu'à travers mes chansons
rien n'est plus important que les liens du sang
touche à ma famille et je ferais couler le sang

j'aimerais aussi dire au public
qu'aux yeux des maisons de disque vous n’êtes que du chiffre
que la plupart des artistes sont tous des hypocrites
s'inventent des vies, vendent leur misère pour du fric","000000000"
"9",12302,"L’Algérino","L’ALGÉRINO16","Avec le sourire by L'Algérino",51747,"https://genius.com/Lalgerino-avec-le-sourire-lyrics","
          
            
            
je demande trois minutes de reggae, pour les frères disparus
pour la jeunesse du monde qui manifeste dans la rue
le combat continue et il s'annonce terrible
le diable nous charme et prend la forme de katy perry
comme ça tue un arbi qui chante du reggae
ca c'est pour les frangins enfermés de marseille a paname
la terre tremble peut-être la tectonique des plaques
peut-être le châtiment pour avoir oppressé mes frères blacks

oh marine, on aura ta peau
on formera un seul coeur, un seul corps un seul drapeau
message de la france d'en bas pour la france d'en haut


            
          
","000000000"
"10",1806,"Ali (FRA)","ALI_(FRA)11","B.O (Banlieue Ouest) by Lunatic",80167,"https://genius.com/Lunatic-bo-banlieue-ouest-lyrics","
b.o, banlieue ouest, négro
des holsters avec des micros, ils croient qu'paris c'est sarajevo
pourquoi ça gaze autant ? chez nous y a pas l'otan
alors si y a la guerre, ça va durer longtemps
je suis là pour représenter les gars qu'ont pas le temps de plaisanter
ali, brahms, mala, shepe, la marijuana
one five one, dingue est la dinde
kho, c'est du béton, c'est de la jungle","000000000"
